sv,miffo,freak of nature (slang for missfoster),3
sv,missfoster,freak of nature; used as a derogatory,3
sv,mongo,person with down's syndrome; also asian person,3
sv,mulatt,white/black interracial person,3
sv,mutta,vagina,2
sv,neger/nigger,vulgar word for dark-skinned person,3
sv,norrbagge,derogatory word for Norwegian,3
sv,pappskalle,stupid person,2
sv,patte,breast,2
sv,pippa,vulgar word for sex,2
sv,piss,urine,1
sv,pöka,vulgar word for sex,2
sv,psykfall,mentally ill,3
sv,pucko,stupid person; also a chocolate drink,1
sv,röv,butt,2
sv,rövhatt,ass hat,3
sv,runka,jerk off,2
sv,satan,another word for the devil,2
sv,skäggbiff,vagina,2
sv,skit,poo,1
sv,slyna/slampa,promiscuous girl,3
sv,svartskalle,vulgar word for dark-skinned person,3
sv,svenne/svennebanan,derogatory word for ethnic Swedes,2
sv,tattare,romani,3
sv,tönt,social misfit; dork,1
sv,transa,derogatory word for transsexual,3
sv,tutte,breast,1
sv,zigenare,romani,3
